timestamp;x;y;theta
1614623171025;0.1;0.1;15
1614623171044;0.1;0.1;15
1614623171065;0.1;0.1;15
1614623171085;0.1;0.1;15
1614623171104;0.1;0.1;15
1614623171125;0.1;0.1;15
1614623171145;0.1;0.1;15
1614623171165;0.1;0.1;15
1614623171184;0.1;0.1;15
1614623171206;0.1;0.1;15
1614623171225;0.1;0.1;15
1614623171245;0.1;0.1;15
1614623173325;0.1;0.1;15
1614623173345;0.1;0.1;15
1614623173364;0.1;0.1;15
1614623173385;0.1;0.1;15
1614623173405;0.1;0.1;15
1614623173425;0.1;0.1;15
1614623173444;0.1;0.1;15
1614623173464;0.1;0.1;15
1614623173484;0.1;0.1;15
1614623173504;0.1;0.1;15
1614623173525;0.1;0.1;15
1614623173545;0.1;0.1;15
1614623173564;0.1;0.1;15
1614623173585;0.1;0.1;15
1614623173604;0.1;0.1;15
1614623173625;0.1;0.1;15
1614623173644;0.1;0.1;15
1614623173664;0.1;0.1;15
1614623173684;0.1;0.1;15
1614623173704;0.1;0.1;15
1614623173724;0.1;0.1;15
1614623173744;0.1;0.1;15
1614623173764;0.1;0.1;15
1614623173785;0.1;0.1;15
1614623173804;0.1;0.1;15
1614623173824;0.1;0.1;15
1614623173844;0.1;0.1;15
1614623173864;0.1;0.1;15
1614623173885;0.1;0.1;15
1614623173904;0.1;0.1;15
1614623173925;0.1;0.1;15
1614623173945;0.1;0.1;15
1614623173964;0.1;0.1;15
1614623173985;0.1;0.1;15
1614623174005;0.1;0.1;15
1614623174025;0.1;0.1;15
1614623174044;0.1;0.1;15
1614623174065;0.1;0.1;15
1614623174084;0.1;0.1;15
1614623174104;0.1;0.1;15
1614623174125;0.1;0.1;15
1614623174144;0.1;0.1;15
1614623174164;0.1;0.1;15
1614623174185;0.1;0.1;15
1614623174204;0.1;0.1;15
1614623174225;0.1;0.1;15
1614623174244;0.1;0.1;15
1614623174264;0.1;0.1;15
1614623174285;0.1;0.1;15
1614623174304;0.1;0.1;15
1614623174325;0.1;0.1;15
1614623174344;0.1;0.1;15
1614623174364;0.1;0.1;15
1614623174385;0.1;0.1;15
1614623174405;0.1;0.1;15
1614623174425;0.1;0.1;15
1614623174444;0.1;0.1;15
1614623174464;0.1;0.1;15
1614623174484;0.1;0.1;15
1614623174504;0.1;0.1;15
1614623174524;0.1;0.1;15
1614623174544;0.1;0.1;15
1614623174567;0.1;0.1;15
1614623174585;0.1;0.1;15
1614623174604;0.1;0.1;15
1614623174625;0.1;0.1;15
1614623174644;0.1;0.1;15
1614623174664;0.1;0.1;15
1614623174685;0.1;0.1;15
1614623174704;0.1;0.1;15
1614623174724;0.1;0.1;15
1614623174744;0.1;0.1;15
1614623174764;0.1;0.1;15
1614623174784;0.1;0.1;15
1614623174805;0.1;0.1;15
1614623174825;0.1;0.1;15
1614623174845;0.1;0.1;15
1614623174864;0.1;0.1;15
1614623174885;0.1;0.1;15
1614623174904;0.1;0.1;15
1614623174925;0.1;0.1;15
1614623174944;0.1;0.1;15
1614623174964;0.1;0.1;15
1614623174984;0.1;0.1;15
1614623175005;0.1;0.1;15
1614623175024;0.1;0.1;15
1614623175044;0.1;0.1;15
1614623175065;0.1;0.1;15
1614623175084;0.1;0.1;15
1614623175105;0.1;0.1;15
1614623175124;0.1;0.1;15
1614623175144;0.1;0.1;15
1614623175164;0.1;0.1;15
1614623175185;0.1;0.1;15
1614623175205;0.1;0.1;15
1614623175224;0.1;0.1;15
1614623175245;0.1;0.1;15
1614623175266;0.1;0.1;15
1614623175284;0.1;0.1;15
1614623175305;0.1;0.1;15
1614623175325;0.1;0.1;15
1614623175344;0.1;0.1;15
1614623175364;0.1;0.1;15
1614623175384;0.1;0.1;15
1614623175404;0.1;0.1;15
1614623175424;0.1;0.1;15
1614623175444;0.1;0.1;15
1614623175464;0.1;0.1;15
1614623175485;0.1;0.1;15
1614623175506;0.1;0.1;15
1614623175525;0.1;0.1;15
1614623175545;0.1;0.1;15
1614623175566;0.1;0.1;15
1614623175584;0.1;0.1;15
1614623175604;0.1;0.1;15
1614623175624;0.1;0.1;15
1614623175644;0.1;0.1;15
1614623175664;0.1;0.1;15
1614623175685;0.1;0.1;15
1614623175704;0.1;0.1;15
1614623175724;0.1;0.1;15
1614623175744;0.1;0.1;15
1614623175764;0.1;0.1;15
1614623175785;0.1;0.1;15
1614623175804;0.1;0.1;15
1614623175824;0.1;0.1;15
1614623175845;0.1;0.1;15
1614623175864;0.1;0.1;15
1614623175884;0.1;0.1;15
1614623175904;0.1;0.1;15
1614623175924;0.1;0.1;15
1614623175945;0.1;0.1;15
1614623175964;0.1;0.1;15
1614623175985;0.1;0.1;15
1614623176004;0.1;0.1;15
1614623176024;0.1;0.1;15
1614623176044;0.1;0.1;15
1614623176064;0.1;0.1;15
1614623176084;0.1;0.1;15
1614623176104;0.1;0.1;15
1614623176125;0.1;0.1;15
1614623176144;0.1;0.1;15
1614623176165;0.1;0.1;15
1614623176184;0.1;0.1;15
1614623176204;0.1;0.1;15
1614623176224;0.1;0.1;15
1614623176244;0.1;0.1;15
1614623176266;0.1;0.1;15
1614623176284;0.1;0.1;15
1614623176305;0.1;0.1;15
1614623176325;0.1;0.1;15
1614623176345;0.1;0.1;15
1614623176366;0.1;0.1;15
1614623176385;0.1;0.1;15
1614623176405;0.1;0.1;15
1614623176425;0.1;0.1;15
1614623176445;0.1;0.1;15
1614623176466;0.1;0.1;15
1614623176484;0.1;0.1;15
1614623176505;0.1;0.1;15
1614623176524;0.1;0.1;15
1614623176545;0.1;0.1;15
1614623176565;0.1;0.1;15
1614623176584;0.1;0.1;15
1614623176604;0.1;0.1;15
1614623176624;0.1;0.1;15
1614623176644;0.1;0.1;15
1614623176664;0.1;0.1;15
1614623176684;0.1;0.1;15
1614623176705;0.1;0.1;15
1614623176725;0.1;0.1;15
1614623176745;0.1;0.1;15
1614623176764;0.1;0.1;15
1614623176784;0.1;0.1;15
1614623176804;0.1;0.1;15
1614623176825;0.1;0.1;15
1614623176845;0.1;0.1;15
1614623176864;0.1;0.1;15
1614623176884;0.1;0.1;15
1614623176904;0.1;0.1;15
1614623176924;0.1;0.1;15
1614623176946;0.1;0.1;15
1614623176964;0.1;0.1;15
1614623176986;0.1;0.1;15
1614623177004;0.1;0.1;15
1614623177024;0.1;0.1;15
1614623177044;0.1;0.1;15
1614623177065;0.1;0.1;15
1614623177084;0.1;0.1;15
1614623177105;0.1;0.1;15
1614623177125;0.1;0.1;15
1614623177145;0.1;0.1;15
1614623177164;0.1;0.1;15
1614623177186;0.1;0.1;15
1614623177206;0.1;0.1;15
1614623177225;0.1;0.1;15
1614623177244;0.1;0.1;15
1614623177265;0.1;0.1;15
1614623177285;0.1;0.1;15
1614623177305;0.1;0.1;15
1614623177324;0.1;0.1;15
1614623177344;0.1;0.1;15
1614623177364;0.1;0.1;15
1614623177385;0.1;0.1;15
1614623177404;0.1;0.1;15
1614623177424;0.1;0.1;15
1614623177444;0.1;0.1;15
1614623177464;0.1;0.1;15
1614623177485;0.1;0.1;15
1614623177504;0.1;0.1;15
1614623177524;0.1;0.1;15
1614623177545;0.1;0.1;15
1614623177566;0.1;0.1;14.28799999999999
1614623177584;0.1;0.1;13.57599999999998
1614623177605;0.1;0.1;12.863999999999969
1614623177624;0.1;0.1;12.151999999999958
1614623177645;0.1;0.1;11.439999999999948
1614623177665;0.1;0.1;10.727999999999938
1614623177685;0.1;0.1;10.015999999999927
1614623177705;0.1;0.1;9.303999999999917
1614623177726;0.1;0.1;8.591999999999906
1614623177745;0.1;0.1;7.8799999999998995
1614623177764;0.1;0.1;7.167999999999907
1614623177785;0.1;0.1;6.455999999999914
1614623177805;0.1;0.1;5.743999999999922
1614623177825;0.1;0.1;5.031999999999929
1614623177846;0.1;0.1;4.319999999999936
1614623177864;0.1;0.1;3.6079999999999384
1614623177885;0.1;0.1;2.895999999999937
1614623177905;0.1;0.1;2.1839999999999353
1614623177925;0.1;0.1;1.4719999999999338
1614623177945;0.1;0.1;0.7599999999999331
1614623177965;0.1;0.1;0.04799999999993308
1614623177985;0.1;0.1;-0.664000000000067
1614623178005;0.1;0.1;-1.3760000000000674
1614623178025;0.1;0.1;-2.088000000000069
1614623178045;0.1;0.1;-2.8000000000000704
1614623178066;0.1;0.1;-3.512000000000072
1614623178085;0.1;0.1;-4.22400000000007
1614623178105;0.1;0.1;-4.936000000000063
1614623178125;0.1;0.1;-5.648000000000056
1614623178145;0.1;0.1;-6.360000000000048
1614623178165;0.1;0.1;-7.072000000000041
1614623178185;0.1;0.1;-7.784000000000034
1614623178204;0.1;0.1;-8.496000000000038
1614623178225;0.1;0.1;-9.208000000000048
1614623178245;0.1;0.1;-9.920000000000059
1614623178265;0.1;0.1;-10.632000000000069
1614623178285;0.1;0.1;-11.34400000000008
1614623178304;0.1;0.1;-12.05600000000009
1614623178326;0.1;0.1;-12.7680000000001
1614623178345;0.1;0.1;-13.48000000000011
1614623178365;0.1;0.1;-14.192000000000121
1614623178385;0.1;0.1;-14.904000000000131
1614623178405;0.1;0.1;-15.616000000000142
1614623178425;0.1;0.1;-16.328000000000134
1614623178445;0.1;0.1;-17.04000000000011
1614623178465;0.1;0.1;-17.752000000000084
1614623178484;0.1;0.1;-18.46400000000006
1614623178505;0.1;0.1;-19.176000000000034
1614623178526;0.1;0.1;-19.88800000000001
1614623178545;0.1;0.1;-20.599999999999984
1614623178565;0.1;0.1;-20.119999999999965
1614623178585;0.1;0.1;-19.639999999999947
1614623178605;0.1;0.1;-19.15999999999993
1614623178625;0.1;0.1;-18.67999999999991
1614623178645;0.1;0.1;-18.199999999999893
1614623178664;0.1;0.1;-17.719999999999875
1614623178685;0.1;0.1;-17.239999999999856
1614623178705;0.1;0.1;-16.759999999999838
1614623178725;0.1;0.1;-16.27999999999982
1614623178745;0.1;0.1;-15.799999999999818
1614623178764;0.1;0.1;-15.319999999999835
1614623178785;0.1;0.1;-14.839999999999852
1614623178805;0.1;0.1;-14.35999999999987
1614623178825;0.1;0.1;-13.879999999999887
1614623178845;0.1;0.1;-13.399999999999904
1614623178864;0.1;0.1;-12.919999999999922
1614623178885;0.1;0.1;-12.439999999999939
1614623178905;0.1;0.1;-11.959999999999956
1614623178925;0.1;0.1;-11.479999999999974
1614623178945;0.1;0.1;-10.999999999999991
1614623178964;0.1;0.1;-10.520000000000008
1614623178985;0.1;0.1;-10.040000000000026
1614623179005;0.1;0.1;-9.560000000000043
1614623179025;0.1;0.1;-9.08000000000006
1614623179045;0.1;0.1;-8.600000000000078
1614623179066;0.1;0.1;-8.120000000000095
1614623179085;0.1;0.1;-7.640000000000099
1614623179104;0.1;0.1;-7.160000000000099
1614623179126;0.1;0.1;-6.680000000000098
1614623179145;0.1;0.1;-6.200000000000098
1614623179165;0.1;0.1;-5.7200000000000975
1614623179185;0.1;0.1;-5.240000000000097
1614623179205;0.1;0.1;-4.760000000000097
1614623179225;0.1;0.1;-4.280000000000096
1614623179245;0.1;0.1;-3.8000000000000957
1614623179264;0.1;0.1;-3.3200000000000953
1614623179285;0.1;0.1;-2.840000000000095
1614623179305;0.1;0.1;-2.3600000000000945
1614623179325;0.1;0.1;-1.880000000000094
1614623179345;0.1;0.1;-1.4000000000000936
1614623179365;0.1;0.1;-0.9200000000000932
1614623179385;0.1;0.1;-0.44000000000009276
1614623179406;0.1;0.1;0.03999999999990734
1614623179425;0.1;0.1;0.5199999999999075
1614623179445;0.1;0.1;0.999999999999908
1614623179465;0.1;0.1;1.4799999999999083
1614623179485;0.1;0.1;1.9599999999999087
1614623179504;0.1;0.1;2.439999999999909
1614623179525;0.1;0.1;2.9199999999999093
1614623179545;0.1;0.1;3.3999999999999098
1614623179567;0.1;0.1;3.0959999999999077
1614623179585;0.1;0.1;2.7919999999999057
1614623179605;0.1;0.1;2.4879999999999036
1614623179625;0.1;0.1;2.1839999999999016
1614623179645;0.1;0.1;1.8799999999998995
1614623179665;0.1;0.1;1.5759999999998975
1614623179685;0.1;0.1;1.2719999999998954
1614623179705;0.1;0.1;0.9679999999998937
1614623179725;0.1;0.1;0.6639999999998939
1614623179746;0.1;0.1;0.35999999999989407
1614623179765;0.1;0.1;0.055999999999894176
1614623179785;0.1;0.1;-0.2480000000001058
1614623179805;0.1;0.1;-0.5520000000001056
1614623179824;0.1;0.1;-0.8560000000001055
1614623179845;0.1;0.1;-1.1600000000001065
1614623179865;0.1;0.1;-1.4640000000001085
1614623179884;0.1;0.1;-1.7680000000001106
1614623179905;0.1;0.1;-2.0720000000001124
1614623179925;0.1;0.1;-2.3760000000001145
1614623179945;0.1;0.1;-2.6800000000001165
1614623179965;0.1;0.1;-2.9840000000001186
1614623179985;0.1;0.1;-3.2880000000001206
1614623180004;0.1;0.1;-3.5920000000001227
1614623180025;0.1;0.1;-3.8960000000001247
1614623180045;0.1;0.1;-4.200000000000126
1614623180065;0.1;0.1;-4.504000000000128
1614623180085;0.1;0.1;-4.80800000000013
1614623180105;0.1;0.1;-5.112000000000132
1614623180125;0.1;0.1;-5.4160000000001345
1614623180145;0.1;0.1;-5.7200000000001365
1614623180166;0.1;0.1;-6.024000000000139
1614623180186;0.1;0.1;-6.328000000000141
1614623180205;0.1;0.1;-6.632000000000143
1614623180225;0.1;0.1;-6.936000000000145
1614623180245;0.1;0.1;-7.240000000000147
1614623180265;0.1;0.1;-7.544000000000149
1614623180285;0.1;0.1;-7.848000000000151
1614623180305;0.1;0.1;-8.152000000000152
1614623180325;0.1;0.1;-8.456000000000154
1614623180345;0.1;0.1;-8.760000000000156
1614623180365;0.1;0.1;-9.064000000000158
1614623180385;0.1;0.1;-9.36800000000016
1614623180406;0.1;0.1;-9.672000000000162
1614623180425;0.1;0.1;-9.976000000000164
1614623180444;0.1;0.1;-10.280000000000166
1614623180465;0.1;0.1;-10.584000000000168
1614623180485;0.1;0.1;-10.88800000000017
1614623180505;0.1;0.1;-11.192000000000172
1614623180525;0.1;0.1;-11.496000000000175
1614623180545;0.1;0.1;-11.800000000000177
1614623180566;0.1;0.1;-11.62400000000016
1614623180585;0.1;0.1;-11.448000000000144
1614623180605;0.1;0.1;-11.272000000000128
1614623180625;0.1;0.1;-11.096000000000112
1614623180644;0.1;0.1;-10.920000000000096
1614623180665;0.1;0.1;-10.74400000000008
1614623180685;0.1;0.1;-10.568000000000064
1614623180705;0.1;0.1;-10.392000000000047
1614623180725;0.1;0.1;-10.216000000000031
1614623180745;0.1;0.1;-10.040000000000015
1614623180765;0.1;0.1;-9.863999999999999
1614623180785;0.1;0.1;-9.687999999999983
1614623180805;0.1;0.1;-9.511999999999967
1614623180824;0.1;0.1;-9.33599999999995
1614623180845;0.1;0.1;-9.159999999999934
1614623180865;0.1;0.1;-8.983999999999918
1614623180885;0.1;0.1;-8.807999999999902
1614623180905;0.1;0.1;-8.631999999999886
1614623180925;0.1;0.1;-8.45599999999987
1614623180945;0.1;0.1;-8.279999999999854
1614623180965;0.1;0.1;-8.103999999999838
1614623180985;0.1;0.1;-7.927999999999829
1614623181005;0.1;0.1;-7.751999999999831
1614623181025;0.1;0.1;-7.575999999999833
1614623181045;0.1;0.1;-7.399999999999834
1614623181064;0.1;0.1;-7.223999999999836
1614623181085;0.1;0.1;-7.0479999999998375
1614623181105;0.1;0.1;-6.871999999999839
1614623181125;0.1;0.1;-6.695999999999841
1614623181145;0.1;0.1;-6.519999999999842
1614623181164;0.1;0.1;-6.343999999999844
1614623181185;0.1;0.1;-6.167999999999846
1614623181205;0.1;0.1;-5.991999999999847
1614623181226;0.1;0.1;-5.815999999999849
1614623181245;0.1;0.1;-5.6399999999998505
1614623181265;0.1;0.1;-5.463999999999852
1614623181285;0.1;0.1;-5.287999999999854
1614623181305;0.1;0.1;-5.111999999999855
1614623181325;0.1;0.1;-4.935999999999857
1614623181345;0.1;0.1;-4.759999999999859
1614623181365;0.1;0.1;-4.58399999999986
1614623181385;0.1;0.1;-4.407999999999862
1614623181405;0.1;0.1;-4.231999999999863
1614623181425;0.1;0.1;-4.055999999999865
1614623181445;0.1;0.1;-3.8799999999998667
1614623181465;0.1;0.1;-3.7039999999998683
1614623181485;0.1;0.1;-3.52799999999987
1614623181506;0.1;0.1;-3.3519999999998715
1614623181524;0.1;0.1;-3.175999999999873
1614623181545;0.1;0.1;-2.9999999999998748
1614623181566;0.1;0.1;-3.1279999999998784
1614623181585;0.1;0.1;-3.255999999999882
1614623181605;0.1;0.1;-3.3839999999998858
1614623181625;0.1;0.1;-3.5119999999998894
1614623181644;0.1;0.1;-3.639999999999893
1614623181665;0.1;0.1;-3.7679999999998968
1614623181685;0.1;0.1;-3.8959999999999004
1614623181704;0.1;0.1;-4.023999999999904
1614623181726;0.1;0.1;-4.151999999999908
1614623181745;0.1;0.1;-4.279999999999911
1614623181765;0.1;0.1;-4.407999999999915
1614623181785;0.1;0.1;-4.535999999999919
1614623181805;0.1;0.1;-4.663999999999922
1614623181825;0.1;0.1;-4.791999999999926
1614623181845;0.1;0.1;-4.91999999999993
1614623181865;0.1;0.1;-5.047999999999933
1614623181885;0.1;0.1;-5.175999999999937
1614623181905;0.1;0.1;-5.303999999999941
1614623181924;0.1;0.1;-5.431999999999944
1614623181944;0.1;0.1;-5.559999999999948
1614623181965;0.1;0.1;-5.687999999999952
1614623181985;0.1;0.1;-5.815999999999955
1614623182005;0.1;0.1;-5.943999999999959
1614623182025;0.1;0.1;-6.071999999999963
1614623182045;0.1;0.1;-6.199999999999966
1614623182065;0.1;0.1;-6.32799999999997
1614623182085;0.1;0.1;-6.455999999999974
1614623182104;0.1;0.1;-6.583999999999977
1614623182125;0.1;0.1;-6.711999999999981
1614623182145;0.1;0.1;-6.839999999999985
1614623182165;0.1;0.1;-6.967999999999988
1614623182185;0.1;0.1;-7.095999999999992
1614623182205;0.1;0.1;-7.223999999999996
1614623182225;0.1;0.1;-7.351999999999999
1614623182245;0.1;0.1;-7.480000000000003
1614623182265;0.1;0.1;-7.608000000000007
1614623182285;0.1;0.1;-7.73600000000001
1614623182305;0.1;0.1;-7.864000000000014
1614623182325;0.1;0.1;-7.992000000000018
1614623182345;0.1;0.1;-8.120000000000005
1614623182365;0.1;0.1;-8.24799999999999
1614623182385;0.1;0.1;-8.375999999999976
1614623182405;0.1;0.1;-8.503999999999962
1614623182425;0.1;0.1;-8.631999999999948
1614623182445;0.1;0.1;-8.759999999999934
1614623182465;0.1;0.1;-8.88799999999992
1614623182485;0.1;0.1;-9.015999999999906
1614623182505;0.1;0.1;-9.143999999999892
1614623182524;0.1;0.1;-9.271999999999878
1614623182544;0.1;0.1;-9.399999999999864
1614623182566;0.1;0.1;-9.287999999999876
1614623182585;0.1;0.1;-9.175999999999888
1614623182604;0.1;0.1;-9.0639999999999
1614623182625;0.1;0.1;-8.951999999999913
1614623182646;0.1;0.1;-8.839999999999925
1614623182665;0.1;0.1;-8.727999999999938
1614623182686;0.1;0.1;-8.61599999999995
1614623182705;0.1;0.1;-8.503999999999962
1614623182726;0.1;0.1;-8.391999999999975
1614623182745;0.1;0.1;-8.279999999999987
1614623182765;0.1;0.1;-8.168
1614623182786;0.1;0.1;-8.056000000000012
1614623182805;0.1;0.1;-7.944000000000015
1614623182825;0.1;0.1;-7.83200000000001
1614623182845;0.1;0.1;-7.720000000000004
1614623182865;0.1;0.1;-7.607999999999999
1614623182885;0.1;0.1;-7.495999999999993
1614623182906;0.1;0.1;-7.383999999999988
1614623182925;0.1;0.1;-7.2719999999999825
1614623182945;0.1;0.1;-7.159999999999977
1614623182965;0.1;0.1;-7.047999999999972
1614623182985;0.1;0.1;-6.935999999999966
1614623183005;0.1;0.1;-6.823999999999961
1614623183025;0.1;0.1;-6.711999999999955
1614623183044;0.1;0.1;-6.59999999999995
1614623183066;0.1;0.1;-6.4879999999999445
1614623183085;0.1;0.1;-6.375999999999939
1614623183105;0.1;0.1;-6.263999999999934
1614623183125;0.1;0.1;-6.151999999999928
1614623183145;0.1;0.1;-6.039999999999923
1614623183165;0.1;0.1;-5.927999999999917
1614623183185;0.1;0.1;-5.815999999999912
1614623183205;0.1;0.1;-5.7039999999999065
1614623183226;0.1;0.1;-5.591999999999901
1614623183246;0.1;0.1;-5.479999999999896
1614623183265;0.1;0.1;-5.36799999999989
1614623183285;0.1;0.1;-5.255999999999885
1614623183305;0.1;0.1;-5.143999999999879
1614623183325;0.1;0.1;-5.031999999999874
1614623183345;0.1;0.1;-4.9199999999998685
1614623183365;0.1;0.1;-4.807999999999863
1614623183385;0.1;0.1;-4.695999999999858
1614623183405;0.1;0.1;-4.583999999999852
1614623183425;0.1;0.1;-4.471999999999847
1614623183445;0.1;0.1;-4.359999999999841
1614623183464;0.1;0.1;-4.247999999999836
1614623183485;0.1;0.1;-4.1359999999998305
1614623183505;0.1;0.1;-4.023999999999825
1614623183525;0.1;0.1;-3.9119999999998267
1614623183545;0.1;0.1;-3.79999999999983
1614623183568;0.1;0.1;-3.8879999999998294
1614623183585;0.1;0.1;-3.9759999999998286
1614623183606;0.1;0.1;-4.063999999999834
1614623183625;0.1;0.1;-4.151999999999842
1614623183645;0.1;0.1;-4.23999999999985
1614623183665;0.1;0.1;-4.327999999999858
1614623183685;0.1;0.1;-4.415999999999866
1614623183705;0.1;0.1;-4.503999999999874
1614623183725;0.1;0.1;-4.591999999999882
1614623183745;0.1;0.1;-4.6799999999998905
1614623183765;0.1;0.1;-4.7679999999998985
1614623183785;0.1;0.1;-4.855999999999907
1614623183806;0.1;0.1;-4.943999999999915
1614623183825;0.1;0.1;-5.031999999999923
1614623183846;0.1;0.1;-5.119999999999931
1614623183864;0.1;0.1;-5.207999999999939
1614623183886;0.1;0.1;-5.295999999999947
1614623183905;0.1;0.1;-5.383999999999955
1614623183926;0.1;0.1;-5.471999999999963
1614623183946;0.1;0.1;-5.559999999999971
1614623183965;0.1;0.1;-5.647999999999979
1614623183985;0.1;0.1;-5.735999999999987
1614623184005;0.1;0.1;-5.823999999999995
1614623184025;0.1;0.1;-5.9120000000000035
1614623184045;0.1;0.1;-6.0000000000000115
1614623184064;0.1;0.1;-6.08800000000002
1614623184086;0.1;0.1;-6.176000000000028
1614623184106;0.1;0.1;-6.264000000000036
1614623184124;0.1;0.1;-6.352000000000044
1614623184144;0.1;0.1;-6.440000000000052
1614623184165;0.1;0.1;-6.52800000000006
1614623184186;0.1;0.1;-6.616000000000068
1614623184205;0.1;0.1;-6.704000000000076
1614623184226;0.1;0.1;-6.792000000000084
1614623184246;0.1;0.1;-6.880000000000092
1614623184265;0.1;0.1;-6.9680000000001
1614623184285;0.1;0.1;-7.056000000000108
1614623184305;0.1;0.1;-7.1440000000001165
1614623184325;0.1;0.1;-7.2320000000001246
1614623184345;0.1;0.1;-7.320000000000133
1614623184365;0.1;0.1;-7.408000000000141
1614623184385;0.1;0.1;-7.496000000000149
1614623184405;0.1;0.1;-7.584000000000157
1614623184425;0.1;0.1;-7.672000000000165
1614623184445;0.1;0.1;-7.760000000000173
1614623184465;0.1;0.1;-7.848000000000181
1614623184486;0.1;0.1;-7.936000000000189
1614623184505;0.1;0.1;-8.024000000000196
1614623184524;0.1;0.1;-8.112000000000204
1614623184545;0.1;0.1;-8.200000000000212
